Date,HomeTeam,AwayTeam,FTR,FTHG,FTAG,avg_GoalsScored_home,avg_GoalsConceded_home,avg_Shots_home,avg_ShotsOnTarget_home,avg_GoalsScored_away,avg_GoalsConceded_away,avg_Shots_away,avg_ShotsOnTarget_away
17/02/2024,Man City,Chelsea,D,1,1,3.0,1.2,23.2,10.6,2.4,0.4,13.8,5.8
18/02/2024,Sheffield United,Brighton,A,0,5,0.4,1.6,7.6,2.0,1.2,1.4,11.8,5.0
18/02/2024,Luton,Man United,A,1,2,1.2,3.0,7.6,3.0,1.4,1.4,12.2,3.6
19/02/2024,Everton,Crystal Palace,D,1,1,0.4,1.6,11.2,4.0,1.2,1.6,11.2,4.4
20/02/2024,Man City,Brentford,H,1,0,2.0,1.0,24.2,9.0,2.0,2.4,11.4,5.4
21/02/2024,Liverpool,Luton,H,4,1,2.6,0.4,25.0,9.4,1.0,2.6,12.0,3.8
24/02/2024,Aston Villa,Nott'm Forest,H,4,2,2.4,1.6,12.4,4.8,1.2,2.4,12.0,4.4
24/02/2024,Brighton,Everton,D,1,1,1.2,1.2,13.4,4.8,1.2,1.8,11.6,4.2
24/02/2024,Crystal Palace,Burnley,H,3,0,1.2,1.6,13.4,3.6,1.4,1.4,12.2,3.8
24/02/2024,Man United,Fulham,A,1,2,1.0,1.0,13.8,4.4,0.2,2.0,12.2,4.0
24/02/2024,Bournemouth,Man City,A,0,1,1.2,2.8,12.6,4.6,1.8,0.4,16.8,7.4
24/02/2024,Arsenal,Newcastle,H,4,1,2.2,0.6,18.2,5.4,2.0,1.2,12.2,4.4
25/02/2024,Wolves,Sheffield United,H,1,0,1.0,0.8,12.0,4.6,1.2,3.4,11.4,3.8
26/02/2024,West Ham,Brentford,H,4,2,1.6,2.6,10.4,3.4,1.8,1.2,14.2,5.2
02/03/2024,Newcastle,Wolves,H,3,0,2.0,4.0,5.0,3.0,3.0,4.0,16.0,7.0
02/03/2024,Nott'm Forest,Liverpool,A,0,1,1.0,1.0,6.0,1.0,4.0,2.0,34.0,15.0
03/03/2024,Burnley,Bournemouth,A,0,2,2.5,2.0,15.0,5.25,1.3333333333333333,1.0,10.666666666666666,5.0
03/03/2024,Man City,Man United,H,3,1,5.0,1.0,7.0,5.0,2.0,2.0,14.5,4.5
04/03/2024,Sheffield United,Arsenal,A,0,6,0.6666666666666666,4.0,9.666666666666666,5.333333333333333,2.5,0.75,16.0,5.5
09/03/2024,Man United,Everton,H,2,0,1.4,1.6,15.4,5.8,1.8,0.4,15.6,4.8
09/03/2024,Bournemouth,Sheffield United,D,2,2,0.8,2.8,8.4,2.4,1.2,2.2,10.0,3.2
09/03/2024,Crystal Palace,Luton,D,1,1,1.6,1.2,10.6,4.4,1.4,1.8,12.6,4.6
09/03/2024,Wolves,Fulham,H,2,1,1.0,2.0,8.2,3.6,1.6,0.6,16.2,4.4
09/03/2024,Arsenal,Brentford,H,2,1,2.2,0.8,18.8,5.6,1.8,2.4,10.4,3.0
10/03/2024,Aston Villa,Tottenham,A,0,4,1.2,1.2,14.8,4.0,1.6,1.6,15.8,5.8
10/03/2024,Brighton,Nott'm Forest,H,1,0,1.2,1.8,15.4,5.2,0.8,2.4,10.8,3.4
10/03/2024,West Ham,Burnley,D,2,2,1.6,2.4,10.4,3.2,0.6,2.0,8.6,2.8
10/03/2024,Liverpool,Man City,D,1,1,2.2,1.2,19.2,6.2,1.8,1.0,13.6,5.8
11/03/2024,Chelsea,Newcastle,H,3,2,2.2,1.6,12.2,4.6,1.4,2.2,10.2,3.8
13/03/2024,Bournemouth,Luton,H,4,3,1.6,1.2,16.2,5.4,0.8,2.2,8.2,3.0
16/03/2024,Burnley,Brentford,H,2,1,0.8,2.0,9.0,3.8,1.6,1.2,11.2,5.0
16/03/2024,Luton,Nott'm Forest,D,1,1,1.2,3.0,9.0,3.6,1.4,2.4,13.8,4.2
16/03/2024,Fulham,Tottenham,H,3,0,0.8,1.6,10.2,4.4,1.2,2.0,13.4,5.0
17/03/2024,West Ham,Aston Villa,D,1,1,1.0,2.0,12.6,3.8,2.0,1.0,14.8,4.0
30/03/2024,Newcastle,West Ham,H,4,3,2.4,1.8,17.8,6.4,2.2,1.2,11.6,4.4
30/03/2024,Bournemouth,Everton,H,2,1,2.2,0.8,15.6,6.0,0.6,1.2,16.0,3.4
30/03/2024,Chelsea,Burnley,D,2,2,1.6,1.8,14.6,4.6,0.8,2.0,10.2,3.4
30/03/2024,Nott'm Forest,Crystal Palace,D,1,1,1.2,2.2,11.2,3.2,1.4,1.6,13.4,4.2
30/03/2024,Sheffield United,Fulham,D,3,3,1.2,3.6,10.6,3.6,1.0,1.4,12.8,4.4
30/03/2024,Tottenham,Luton,H,2,1,1.8,2.0,15.6,4.0,2.2,1.6,10.8,4.4
30/03/2024,Aston Villa,Wolves,H,2,0,2.2,2.0,12.8,5.2,2.2,1.4,11.2,4.8
30/03/2024,Brentford,Man United,D,1,1,1.2,2.0,11.4,4.4,2.0,1.6,14.8,6.6
31/03/2024,Liverpool,Brighton,H,2,1,2.4,1.2,19.6,7.4,1.2,3.2,13.2,4.4
31/03/2024,Man City,Arsenal,D,0,0,2.2,0.6,17.4,6.2,2.8,1.0,17.2,6.0
02/04/2024,Newcastle,Everton,D,1,1,2.5,2.0,9.5,5.0,1.0,3.0,22.0,11.0
02/04/2024,Nott'm Forest,Fulham,H,3,1,0.5,1.0,7.0,1.5,3.0,0.0,12.0,5.0
02/04/2024,Bournemouth,Crystal Palace,H,1,0,1.0,1.0,9.0,4.0,1.0,3.0,4.0,1.0
02/04/2024,West Ham,Tottenham,D,1,1,1.5,0.75,9.0,3.25,3.0,1.0,14.0,6.0
03/04/2024,Arsenal,Luton,H,2,0,2.0,1.0,19.0,6.0,2.0,3.0,11.75,3.75
03/04/2024,Brentford,Brighton,D,0,0,2.0,1.5,20.0,5.75,1.75,1.25,16.25,6.25
03/04/2024,Man City,Aston Villa,H,4,1,4.0,1.0,17.0,6.5,4.0,1.0,13.0,9.0
04/04/2024,Liverpool,Sheffield United,H,3,1,2.6,1.6,21.8,6.8,0.5,4.5,8.25,4.0
04/04/2024,Chelsea,Man United,H,4,3,1.8,1.4,14.2,4.4,1.8,2.0,10.8,3.4
06/04/2024,Crystal Palace,Man City,A,2,4,1.4,1.6,7.8,4.6,4.2,1.4,21.8,10.0
06/04/2024,Aston Villa,Brentford,D,3,3,0.6,2.4,8.6,2.6,1.4,1.2,12.8,3.6
06/04/2024,Everton,Burnley,H,1,0,1.4,1.2,12.4,4.2,0.6,2.0,16.0,4.6
06/04/2024,Fulham,Newcastle,A,0,1,1.0,1.8,13.4,4.2,2.2,1.6,16.4,5.0
06/04/2024,Luton,Bournemouth,H,2,1,1.2,2.0,11.0,3.6,1.2,2.4,9.2,3.0
06/04/2024,Wolves,West Ham,A,1,2,1.8,2.4,9.0,3.8,0.8,2.6,13.4,2.8
06/04/2024,Brighton,Arsenal,A,0,3,1.6,1.0,15.4,6.2,3.2,1.0,19.8,7.2
07/04/2024,Man United,Liverpool,D,2,2,1.8,1.8,15.6,5.2,2.2,1.4,20.6,7.4
07/04/2024,Sheffield United,Chelsea,D,2,2,0.8,3.0,9.2,2.2,3.2,2.0,19.6,8.2
07/04/2024,Tottenham,Nott'm Forest,H,3,1,2.6,3.0,11.2,6.2,1.2,1.6,9.0,3.2
13/04/2024,Newcastle,Tottenham,H,4,0,2.0,2.0,13.2,6.6,2.6,1.0,15.0,6.8
13/04/2024,Brentford,Sheffield United,H,2,0,1.0,1.4,11.0,4.4,1.0,0.8,9.2,2.0
13/04/2024,Burnley,Brighton,D,1,1,1.0,2.2,9.0,4.0,1.6,1.0,13.8,5.6
13/04/2024,Man City,Luton,H,5,1,3.2,1.4,18.6,8.8,1.2,2.6,9.0,3.4
13/04/2024,Nott'm Forest,Wolves,D,2,2,1.4,2.4,11.6,3.6,1.2,1.6,13.0,4.6
13/04/2024,Bournemouth,Man United,D,2,2,1.8,1.8,19.0,6.6,1.0,1.0,16.2,4.4
14/04/2024,Liverpool,Crystal Palace,A,0,1,2.2,1.2,17.6,6.8,1.6,1.8,14.2,4.6
14/04/2024,West Ham,Fulham,A,0,2,1.4,3.0,14.0,4.6,1.4,1.6,9.4,4.0
14/04/2024,Arsenal,Aston Villa,A,0,2,2.4,0.6,15.8,7.0,1.6,2.2,17.2,6.4
15/04/2024,Chelsea,Everton,H,6,0,2.4,1.6,14.0,5.2,1.2,0.6,12.2,5.2
20/04/2024,Luton,Brentford,A,1,5,1.0,2.6,11.6,3.6,1.8,1.8,9.6,4.6
20/04/2024,Sheffield United,Burnley,A,1,4,0.4,2.8,6.4,2.2,0.8,2.2,13.8,2.8
20/04/2024,Wolves,Arsenal,A,0,2,0.8,2.6,11.4,4.0,3.0,0.2,20.4,6.2
21/04/2024,Everton,Nott'm Forest,H,2,0,0.8,1.6,10.0,3.0,1.8,1.2,14.6,5.0
21/04/2024,Aston Villa,Bournemouth,H,3,1,1.8,1.6,12.2,4.4,0.8,2.2,14.2,4.4
21/04/2024,Crystal Palace,West Ham,H,5,2,1.8,2.2,9.6,4.6,2.0,1.4,11.4,4.4
21/04/2024,Fulham,Liverpool,A,1,3,1.2,2.0,11.8,3.8,2.6,0.4,27.8,10.4
23/04/2024,Arsenal,Chelsea,H,5,0,2.4,0.6,19.6,5.2,1.2,1.4,13.4,5.4
24/04/2024,Wolves,Bournemouth,A,0,1,0.8,1.6,10.4,4.2,1.0,2.4,12.6,4.4
24/04/2024,Crystal Palace,Newcastle,H,2,0,0.8,1.2,12.8,3.4,1.8,1.6,9.4,3.8
24/04/2024,Everton,Liverpool,H,2,0,1.4,1.2,11.0,4.4,2.8,0.6,19.2,7.2
24/04/2024,Man United,Sheffield United,H,4,2,0.8,1.4,15.8,5.4,1.0,2.4,12.4,5.2
25/04/2024,Brighton,Man City,A,0,4,1.2,1.0,14.0,4.8,1.4,0.2,14.2,6.2
27/04/2024,West Ham,Liverpool,D,2,2,2.4,1.4,12.6,4.2,1.4,1.0,17.0,6.0
27/04/2024,Fulham,Crystal Palace,D,1,1,0.8,2.0,12.4,3.8,1.4,0.6,14.6,5.8
27/04/2024,Man United,Burnley,D,1,1,2.8,1.6,17.2,8.4,0.6,1.6,8.2,2.2
27/04/2024,Newcastle,Sheffield United,H,5,1,2.8,2.0,13.0,6.2,1.0,3.8,12.4,3.4
27/04/2024,Wolves,Luton,H,2,1,1.0,0.6,11.2,3.4,1.4,1.4,13.4,3.4
27/04/2024,Everton,Brentford,H,1,0,0.8,1.4,15.8,6.0,1.4,1.8,14.0,4.8
27/04/2024,Aston Villa,Chelsea,D,2,2,2.0,1.4,13.6,5.2,1.0,2.4,11.8,4.4
28/04/2024,Bournemouth,Brighton,H,3,0,1.6,1.2,16.6,5.6,1.6,2.2,15.8,5.8
28/04/2024,Tottenham,Arsenal,A,2,3,1.8,1.2,14.2,5.2,2.0,1.2,15.6,6.2
28/04/2024,Nott'm Forest,Man City,A,0,2,2.2,2.8,12.6,4.6,2.2,0.6,19.6,7.0
02/05/2024,Chelsea,Tottenham,H,2,0,2.0,2.0,17.0,6.0,2.0,1.0,13.5,5.0
03/05/2024,Luton,Everton,D,1,1,1.6,2.8,10.4,3.2,1.4,1.6,14.8,5.6
04/05/2024,Arsenal,Bournemouth,H,3,0,3.2,0.6,17.2,6.4,1.6,1.0,11.4,4.6
04/05/2024,Brentford,Fulham,D,0,0,1.6,1.2,17.0,5.0,1.4,3.2,11.6,4.4
04/05/2024,Burnley,Newcastle,A,1,4,2.2,2.0,16.2,5.0,2.0,1.6,16.4,5.0
04/05/2024,Sheffield United,Nott'm Forest,A,1,3,0.6,4.2,8.2,3.8,1.0,0.8,10.4,3.4
04/05/2024,Man City,Wolves,H,5,1,3.75,1.5,19.25,7.0,1.6,2.2,10.4,3.8
05/05/2024,Brighton,Aston Villa,H,1,0,2.0,1.2,15.4,5.8,2.2,2.2,10.8,5.4
05/05/2024,Chelsea,West Ham,H,5,0,2.2,2.0,16.6,5.4,1.4,1.8,13.2,3.4
05/05/2024,Liverpool,Tottenham,H,4,2,2.4,1.4,20.8,5.6,2.2,2.0,13.8,5.4
06/05/2024,Crystal Palace,Man United,H,4,0,1.8,2.2,8.6,5.0,1.8,2.0,11.2,3.6
11/05/2024,Fulham,Man City,A,0,4,3.4,0.8,15.6,6.4,1.0,0.8,10.6,3.6
11/05/2024,Bournemouth,Brentford,A,1,2,1.6,1.6,17.8,5.6,1.0,1.4,9.4,3.8
11/05/2024,Everton,Sheffield United,H,1,0,1.6,0.8,16.6,5.2,1.8,1.6,9.0,4.8
11/05/2024,Newcastle,Brighton,D,1,1,1.6,2.8,10.0,3.4,1.4,1.2,15.4,5.4
11/05/2024,Tottenham,Burnley,H,2,1,2.4,0.8,17.2,6.8,1.0,2.2,8.4,3.0
11/05/2024,West Ham,Luton,H,3,1,1.2,3.2,10.4,3.6,1.0,1.6,12.6,4.0
11/05/2024,Wolves,Crystal Palace,A,1,3,1.0,1.4,11.4,4.4,1.2,1.0,14.2,4.6
11/05/2024,Nott'm Forest,Chelsea,A,2,3,0.8,1.6,11.8,4.0,2.0,1.8,11.2,4.6
12/05/2024,Man United,Arsenal,A,0,1,1.4,1.0,17.6,5.6,2.4,0.6,16.4,6.2
13/05/2024,Aston Villa,Liverpool,D,3,3,1.2,2.4,14.2,5.2,2.2,1.0,17.8,6.4
14/05/2024,Tottenham,Man City,A,0,2,1.4,2.2,14.4,5.0,3.8,1.4,21.6,10.2
15/05/2024,Brighton,Chelsea,A,1,2,1.6,0.8,16.6,6.6,3.0,1.2,14.4,6.2
15/05/2024,Man United,Newcastle,H,3,2,1.2,1.0,12.2,2.6,2.4,1.4,14.6,7.0
19/05/2024,Arsenal,Everton,H,2,1,2.0,0.6,17.6,6.2,0.6,1.6,11.2,3.0
19/05/2024,Brentford,Newcastle,A,2,4,1.0,2.2,10.0,4.4,2.4,1.0,18.4,6.0
19/05/2024,Brighton,Man United,A,0,2,2.0,1.2,14.4,5.8,1.4,1.2,14.6,5.0
19/05/2024,Burnley,Nott'm Forest,A,1,2,0.8,2.0,12.0,2.8,1.2,1.0,16.0,4.6
19/05/2024,Chelsea,Bournemouth,H,2,1,2.2,0.4,13.0,6.8,1.8,1.6,16.6,6.2
19/05/2024,Crystal Palace,Aston Villa,H,5,0,1.2,1.2,10.6,4.4,2.0,0.8,13.4,4.0
19/05/2024,Liverpool,Wolves,H,2,0,1.6,0.8,19.8,5.8,1.0,2.0,14.2,4.4
19/05/2024,Luton,Fulham,A,2,4,1.2,2.6,10.2,3.2,1.4,1.0,13.6,5.4
19/05/2024,Man City,West Ham,H,3,1,2.6,1.0,24.0,9.4,1.0,1.6,11.4,3.8
19/05/2024,Sheffield United,Tottenham,A,0,3,0.4,2.6,6.8,2.4,1.0,1.6,15.8,6.0
04/08/2023,Sheffield Weds,Southampton,A,1,2,1.0,1.2,10.2,4.0,1.4,1.2,12.2,4.6
05/08/2023,Blackburn,West Brom,H,2,1,1.0,1.4,13.6,4.0,1.8,0.6,12.4,3.6
05/08/2023,Bristol City,Preston,D,1,1,1.2,2.0,11.8,4.8,1.6,2.0,8.8,3.0
05/08/2023,Middlesbrough,Millwall,A,0,1,2.2,1.6,14.2,6.0,0.8,0.6,7.2,2.0
05/08/2023,Norwich,Hull,H,2,1,1.2,1.4,13.8,4.0,0.6,1.6,12.8,4.2
05/08/2023,Plymouth,Huddersfield,H,3,1,1.0,1.2,15.4,5.4,1.2,1.4,8.8,3.8
05/08/2023,Stoke,Rotherham,H,4,1,0.8,1.4,13.0,4.0,1.4,2.2,10.0,2.8
05/08/2023,Swansea,Birmingham,D,1,1,0.6,0.8,15.4,4.0,1.6,1.0,11.6,4.0
05/08/2023,Watford,QPR,H,4,0,0.6,1.4,12.2,4.2,1.4,0.8,8.2,3.4
06/08/2023,Leicester,Coventry,H,2,1,1.2,0.8,12.0,5.4,2.2,1.2,15.6,5.6
06/08/2023,Leeds,Cardiff,D,2,2,1.0,0.8,14.4,5.6,0.8,2.0,11.6,3.8
06/08/2023,Sunderland,Ipswich,A,1,2,0.4,0.6,17.8,4.6,2.0,1.0,15.8,5.8
12/08/2023,Coventry,Middlesbrough,H,3,0,1.4,0.8,12.2,4.0,1.0,1.2,11.4,4.4
12/08/2023,Birmingham,Leeds,H,1,0,0.2,1.6,15.6,2.6,1.8,0.2,13.2,4.8
12/08/2023,Cardiff,QPR,A,1,2,1.2,1.2,12.2,4.8,1.0,1.0,11.6,2.8
12/08/2023,Huddersfield,Leicester,A,0,1,1.2,3.0,9.4,3.4,1.2,0.8,11.8,4.2
12/08/2023,Hull,Sheffield Weds,H,4,2,0.8,1.4,16.2,5.2,1.0,1.6,10.2,3.0
12/08/2023,Ipswich,Stoke,H,2,0,1.6,1.2,15.0,5.4,0.6,1.6,9.8,2.8
12/08/2023,Millwall,Bristol City,A,0,1,1.4,0.6,9.8,4.4,1.8,0.4,10.8,4.4
12/08/2023,Preston,Sunderland,H,2,1,1.8,0.8,7.2,3.4,2.0,1.4,13.8,4.8
12/08/2023,Rotherham,Blackburn,D,2,2,0.2,3.4,7.4,1.6,1.0,2.2,12.0,4.0
12/08/2023,Southampton,Norwich,D,4,4,2.8,1.6,13.0,5.8,1.8,1.4,14.4,5.2
12/08/2023,Watford,Plymouth,D,0,0,1.6,1.0,13.4,4.6,0.8,2.0,9.4,3.6
12/08/2023,West Brom,Swansea,H,3,2,2.0,1.4,10.6,3.4,1.6,1.0,11.8,4.4
18/08/2023,Leeds,West Brom,D,1,1,1.6,0.4,15.8,4.2,0.6,0.8,11.8,3.2
19/08/2023,Plymouth,Southampton,A,1,2,1.2,1.8,14.4,4.2,2.2,1.0,17.8,6.4
19/08/2023,Blackburn,Hull,A,1,2,1.0,1.4,8.0,4.0,1.8,0.6,10.4,4.0
19/08/2023,Bristol City,Birmingham,A,0,2,0.4,0.8,10.0,3.2,1.0,1.4,14.0,4.6
19/08/2023,Leicester,Cardiff,H,2,1,2.6,1.4,15.6,4.8,0.6,2.0,10.4,3.4
19/08/2023,Middlesbrough,Huddersfield,D,1,1,1.2,1.2,14.2,3.8,1.0,0.6,14.2,4.2
19/08/2023,QPR,Ipswich,A,0,1,0.6,1.2,8.4,3.6,3.0,0.6,14.8,6.2
19/08/2023,Sheffield Weds,Preston,A,0,1,1.0,2.2,9.8,2.0,1.2,2.2,11.0,5.6
19/08/2023,Stoke,Watford,H,1,0,0.4,1.2,11.8,2.0,2.2,0.4,11.6,3.6
19/08/2023,Sunderland,Rotherham,H,2,1,0.8,1.0,14.6,4.8,0.4,1.4,9.2,1.8
19/08/2023,Swansea,Coventry,D,1,1,1.0,1.2,14.0,4.0,1.2,1.0,10.4,3.8
20/08/2023,Norwich,Millwall,H,3,1,2.0,0.8,14.0,5.0,0.2,1.8,7.8,2.2
25/08/2023,Hull,Bristol City,D,1,1,2.0,1.8,13.0,4.6,1.2,1.2,11.6,3.2
26/08/2023,Birmingham,Plymouth,H,2,1,1.2,1.8,12.6,4.6,3.2,1.0,15.2,7.4
26/08/2023,Cardiff,Sheffield Weds,H,2,1,2.2,0.6,11.8,5.0,0.8,2.2,14.4,3.8
26/08/2023,Coventry,Sunderland,D,0,0,1.8,1.2,12.4,5.4,0.2,1.8,17.4,5.0
26/08/2023,Huddersfield,Norwich,A,0,4,0.8,1.8,11.0,3.6,1.0,0.8,10.6,3.0
26/08/2023,Ipswich,Leeds,A,3,4,1.6,2.0,16.4,5.2,1.2,1.2,14.0,4.2
26/08/2023,Millwall,Stoke,H,1,0,0.6,1.2,10.6,2.8,0.6,1.6,13.4,4.0
26/08/2023,Preston,Swansea,H,2,1,1.6,1.4,9.8,4.0,1.8,1.0,11.6,4.6
26/08/2023,Rotherham,Leicester,A,1,2,1.0,1.4,9.0,3.0,2.4,0.0,18.2,7.4
26/08/2023,Southampton,QPR,H,2,1,1.2,1.4,14.2,5.0,1.2,1.0,10.2,3.8
26/08/2023,West Brom,Middlesbrough,H,4,2,1.0,0.4,12.4,3.4,1.4,1.4,13.8,4.2
27/08/2023,Watford,Blackburn,A,0,1,0.8,1.6,11.2,3.6,1.2,1.0,13.2,4.8
02/09/2023,Birmingham,Millwall,D,1,1,1.3333333333333333,2.3333333333333335,10.666666666666666,3.0,1.0,0.6666666666666666,12.666666666666666,3.6666666666666665
02/09/2023,Sunderland,Southampton,H,5,0,1.0,2.0,10.666666666666666,5.0,2.3333333333333335,2.3333333333333335,21.0,7.333333333333333
02/09/2023,Swansea,Bristol City,A,1,2,1.0,0.6666666666666666,10.666666666666666,4.0,0.25,0.75,10.75,2.75
02/09/2023,Coventry,Watford,D,3,3,1.6666666666666667,1.6666666666666667,16.0,4.333333333333333,1.6666666666666667,2.0,14.0,5.0
02/09/2023,Ipswich,Cardiff,H,3,2,1.6666666666666667,0.6666666666666666,13.333333333333334,4.666666666666667,1.6666666666666667,0.6666666666666666,9.666666666666666,4.333333333333333
02/09/2023,Leeds,Sheffield Weds,D,0,0,2.0,0.5,16.0,6.25,1.3333333333333333,1.0,15.333333333333334,4.0
02/09/2023,Leicester,Hull,A,0,1,3.0,1.25,16.5,5.25,0.6666666666666666,2.0,10.333333333333334,2.3333333333333335
02/09/2023,Middlesbrough,QPR,A,0,2,1.0,1.6666666666666667,17.333333333333332,5.0,1.5,0.75,7.25,3.5
02/09/2023,Plymouth,Blackburn,H,3,0,1.0,2.0,17.333333333333332,5.0,2.25,2.25,14.0,6.25
02/09/2023,Rotherham,Norwich,H,2,1,1.3333333333333333,1.3333333333333333,8.333333333333334,3.0,1.0,1.3333333333333333,9.666666666666666,2.6666666666666665
02/09/2023,Stoke,Preston,A,0,2,1.0,0.3333333333333333,11.333333333333334,5.0,0.0,1.25,9.75,2.25
02/09/2023,West Brom,Huddersfield,A,1,2,1.3333333333333333,1.3333333333333333,9.0,3.6666666666666665,1.0,2.0,12.0,4.0
15/09/2023,Hull,Coventry,D,1,1,2.4,1.2,14.0,5.8,1.8,1.4,13.2,4.8
15/09/2023,Southampton,Leicester,A,1,4,2.6,2.0,17.4,5.8,1.4,1.2,13.4,4.6
16/09/2023,Blackburn,Middlesbrough,H,2,1,0.8,1.2,9.6,2.8,1.2,1.2,15.4,5.2
16/09/2023,Bristol City,West Brom,D,0,0,1.0,1.6,11.8,4.6,1.6,0.8,11.2,4.0
16/09/2023,Huddersfield,Rotherham,H,2,0,0.8,1.0,12.6,4.4,0.2,1.2,5.8,1.8
16/09/2023,Norwich,Stoke,H,1,0,3.0,1.4,14.4,5.8,0.8,1.0,10.4,3.0
16/09/2023,Preston,Plymouth,H,2,1,1.0,1.0,8.2,3.4,0.6,0.8,11.2,2.8
16/09/2023,QPR,Sunderland,A,1,3,0.2,1.2,15.4,5.2,0.6,0.6,10.0,2.8
16/09/2023,Sheffield Weds,Ipswich,A,0,1,0.4,3.2,12.8,3.6,3.0,0.6,15.2,6.0
16/09/2023,Watford,Birmingham,H,2,0,1.6,2.0,11.6,3.6,1.4,0.6,16.4,4.6
16/09/2023,Cardiff,Swansea,H,2,0,0.2,2.2,9.8,2.4,1.2,1.4,11.4,3.4
17/09/2023,Millwall,Leeds,A,0,3,0.6,2.4,11.6,4.6,1.8,0.4,15.6,5.2
19/09/2023,Bristol City,Plymouth,H,4,1,0.2,1.0,12.0,2.6,1.0,1.8,14.8,3.8
19/09/2023,Cardiff,Coventry,H,3,2,0.8,2.2,10.2,3.4,1.2,1.0,10.4,3.4
19/09/2023,Preston,Birmingham,H,2,1,1.2,2.2,10.2,5.2,1.2,1.4,15.0,4.8
19/09/2023,QPR,Swansea,D,1,1,0.6,1.2,8.4,4.2,1.0,1.4,12.2,3.4
19/09/2023,Southampton,Ipswich,A,0,1,2.4,1.0,19.2,7.6,2.4,0.6,16.4,6.0
19/09/2023,Sheffield Weds,Middlesbrough,D,1,1,0.8,1.8,7.2,1.8,1.2,1.0,13.6,4.4
20/09/2023,Blackburn,Sunderland,A,1,3,0.8,1.8,8.8,3.0,0.6,1.2,13.4,4.6
20/09/2023,Huddersfield,Stoke,D,2,2,0.8,1.8,11.8,2.0,1.2,0.8,16.0,2.6
20/09/2023,Hull,Leeds,D,0,0,1.4,0.6,12.0,4.2,1.8,0.4,15.2,4.0
20/09/2023,Millwall,Rotherham,H,3,0,0.4,2.0,8.0,2.0,1.0,1.6,10.6,2.6
20/09/2023,Watford,West Brom,D,2,2,1.4,0.6,12.8,3.0,1.2,1.2,14.0,5.0
20/09/2023,Norwich,Leicester,A,0,2,2.4,1.0,15.4,5.0,2.4,1.4,15.8,4.8
22/09/2023,Birmingham,QPR,D,0,0,1.0,0.8,10.4,4.0,1.0,0.8,13.0,4.2
23/09/2023,Ipswich,Blackburn,H,4,3,1.8,1.0,12.8,4.4,0.8,1.4,11.8,3.0
23/09/2023,Leeds,Watford,H,3,0,2.4,1.4,15.8,5.4,0.8,0.8,13.0,2.8
23/09/2023,Leicester,Bristol City,H,1,0,2.4,1.0,15.2,5.8,2.0,1.0,14.4,5.0
23/09/2023,Middlesbrough,Southampton,H,2,1,1.4,1.4,14.4,5.6,1.4,2.2,16.4,5.2
23/09/2023,Plymouth,Norwich,H,6,2,0.8,2.2,7.6,2.0,1.6,1.4,14.4,4.0
23/09/2023,Rotherham,Preston,D,1,1,1.0,2.0,7.8,2.6,1.2,1.2,8.8,2.6
23/09/2023,Swansea,Sheffield Weds,H,3,0,1.8,1.6,12.6,4.8,1.0,1.2,9.8,3.4
23/09/2023,West Brom,Millwall,D,0,0,1.2,1.2,14.2,4.6,1.2,1.2,8.6,3.2
24/09/2023,Stoke,Hull,A,1,3,1.6,1.0,17.0,4.0,1.4,1.6,12.2,3.6
24/09/2023,Sunderland,Cardiff,A,0,1,1.0,1.8,15.6,5.0,1.2,0.8,10.4,4.4
25/09/2023,Coventry,Huddersfield,D,1,1,1.4,1.6,11.0,3.8,1.2,2.0,10.2,4.4
29/09/2023,Sheffield Weds,Sunderland,A,0,3,1.2,1.4,13.0,3.8,1.8,0.6,14.2,6.0
30/09/2023,Southampton,Leeds,H,3,1,1.4,0.8,15.6,5.0,2.0,1.4,15.2,4.8
30/09/2023,Bristol City,Stoke,A,2,3,0.6,1.0,10.6,2.6,1.6,1.0,14.2,5.2
30/09/2023,Cardiff,Rotherham,H,2,0,0.6,1.8,10.6,3.4,0.4,2.4,8.2,2.4
30/09/2023,Huddersfield,Ipswich,D,1,1,1.2,2.2,11.6,3.8,1.8,0.8,13.2,5.6
30/09/2023,Hull,Plymouth,D,1,1,2.2,1.6,17.4,6.8,0.8,1.8,9.8,3.0
30/09/2023,Millwall,Swansea,A,0,3,1.2,1.2,9.4,3.8,1.2,1.8,11.4,3.4
30/09/2023,Norwich,Birmingham,H,2,0,1.4,2.0,16.4,4.4,1.0,2.0,13.2,2.8
30/09/2023,Preston,West Brom,A,0,4,0.6,1.8,9.8,2.6,0.8,0.8,14.0,3.4
30/09/2023,QPR,Coventry,A,1,3,1.6,1.2,12.6,4.8,1.8,1.4,14.0,4.4
30/09/2023,Watford,Middlesbrough,A,2,3,1.6,1.6,17.2,6.0,2.2,1.0,10.2,5.2
01/10/2023,Blackburn,Leicester,A,1,4,3.5,1.5,15.5,8.0,3.5,1.0,18.5,6.0
03/10/2023,Birmingham,Huddersfield,H,4,1,1.0,1.2,13.2,4.2,1.8,0.8,11.0,4.2
03/10/2023,Ipswich,Hull,H,3,0,2.4,1.6,16.8,6.2,0.8,1.0,13.0,3.8
03/10/2023,Middlesbrough,Cardiff,H,2,0,1.0,2.0,15.8,5.8,1.2,1.2,10.4,3.6
03/10/2023,Plymouth,Millwall,A,0,2,1.2,0.8,13.8,4.8,0.8,1.0,9.6,3.4
